word,main_category,frequency
compare,Electronics,28
mentioned,Home&Kitchen,28
slow,Electronics,28
right,Computers&Accessories,28
noticed,Electronics,28
absolutely,Electronics,28
higher,Home&Kitchen,28
full,Computers&Accessories,28
complete,Electronics,28
demo,Home&Kitchen,28
connecting,Computers&Accessories,28
cool,Electronics,28
started,Computers&Accessories,28
watt,Electronics,28
pipes,Home&Kitchen,28
latest,Electronics,28
sports,Electronics,28
another,Computers&Accessories,28
offers,Electronics,28
things,Home&Kitchen,28
lags,Electronics,28
camera,Computers&Accessories,28
loose,Electronics,27
pricegood,Computers&Accessories,27
seller,Home&Kitchen,27
car,Electronics,27
isnt,Electronics,27
hdd,Computers&Accessories,27
everything,Home&Kitchen,27
post,Electronics,27
second,Computers&Accessories,27
oneplus,Computers&Accessories,27
setup,Electronics,27
seen,Electronics,27
blower,Home&Kitchen,27
market,Electronics,27
charge,Home&Kitchen,27
card,Home&Kitchen,27
stopped,Home&Kitchen,27
felt,Electronics,27
parker,OfficeProducts,27
linux,Computers&Accessories,27
boult,Electronics,27
complain,Electronics,27
reception,Electronics,27
wrist,Electronics,27
different,Computers&Accessories,27
fantastic,Electronics,27
week,Home&Kitchen,27
quickly,Electronics,27
star,Electronics,27
electric,Home&Kitchen,27
needed,Home&Kitchen,27
liked,Computers&Accessories,27
giving,Computers&Accessories,27
headset,Electronics,27
tws,Electronics,27
later,Electronics,27
hold,Computers&Accessories,27
brands,Computers&Accessories,27
app,Computers&Accessories,27
soft,Computers&Accessories,27
read,Electronics,27
reading,Electronics,27
totally,Electronics,27
pairing,Electronics,27
perfectly,Home&Kitchen,27
hence,Home&Kitchen,26
completely,Home&Kitchen,26
heated,Home&Kitchen,26
giving,Home&Kitchen,26
adapter,Electronics,26
slow,Home&Kitchen,26
stylish,Electronics,26
medium,Home&Kitchen,26
way,Computers&Accessories,26
thanks,Electronics,26
crisp,Electronics,26
songs,Electronics,26
base,Home&Kitchen,26
needs,Computers&Accessories,26
come,Computers&Accessories,26
package,Home&Kitchen,26
delivered,Home&Kitchen,26
compatible,Computers&Accessories,26
compatible,Electronics,26
someone,Electronics,26
producti,Home&Kitchen,26
guard,Electronics,26
although,Computers&Accessories,26
local,Computers&Accessories,26
next,Home&Kitchen,26
taking,Electronics,26
files,Computers&Accessories,26
upto,Computers&Accessories,26
near,Electronics,26
mac,Computers&Accessories,26
thinking,Electronics,26
pressure,Home&Kitchen,26
okay,Computers&Accessories,26
models,Electronics,26
length,Electronics,26
difficult,Electronics,26
useless,Electronics,26
daily,Home&Kitchen,26
similar,Electronics,26
actually,Computers&Accessories,26
highly,Home&Kitchen,26
single,Computers&Accessories,26
thats,Home&Kitchen,26
goes,Electronics,26
oil,Home&Kitchen,26
especially,Home&Kitchen,26
netflix,Electronics,26
finish,Home&Kitchen,26
setting,Home&Kitchen,26
finally,Electronics,26
writing,OfficeProducts,26
try,Computers&Accessories,26
find,Home&Kitchen,26
based,Home&Kitchen,25
show,Electronics,25
grinder,Home&Kitchen,25
satisfactory,Electronics,25
amazing,Computers&Accessories,25
let,Home&Kitchen,25
drain,Electronics,25
apart,Electronics,25
indicator,Home&Kitchen,25
installed,Computers&Accessories,25
supports,Electronics,25
external,Computers&Accessories,25
coming,Home&Kitchen,25
main,Home&Kitchen,25
said,Home&Kitchen,25
star,Computers&Accessories,25
store,Electronics,25
printing,Computers&Accessories,25
family,Electronics,25
called,Electronics,25
wash,Home&Kitchen,25
suitable,Computers&Accessories,25
might,Home&Kitchen,25
number,Electronics,25
search,Electronics,25
previous,Electronics,25
ink,OfficeProducts,25
led,Computers&Accessories,25
people,Computers&Accessories,25
totally,Home&Kitchen,25
flow,Home&Kitchen,25
super,Home&Kitchen,25
bright,Electronics,25
drains,Electronics,25
regular,Computers&Accessories,25
strong,Home&Kitchen,25
bigger,Home&Kitchen,25
prefer,Electronics,25
tried,Home&Kitchen,25
completely,Electronics,25
conditions,Electronics,25
double,Electronics,25
stand,Computers&Accessories,25
going,Home&Kitchen,25
colour,Computers&Accessories,25
multiple,Electronics,25
tempered,Electronics,25
simply,Electronics,25
logitech,Computers&Accessories,25
motion,Electronics,24
expensive,Computers&Accessories,24
productproduct,Home&Kitchen,24
plus,Computers&Accessories,24
center,Electronics,24
sturdiness,Computers&Accessories,24
body,Computers&Accessories,24
tds,Home&Kitchen,24
expensive,Home&Kitchen,24
compact,Computers&Accessories,24
boiled,Home&Kitchen,24
watches,Electronics,24
wont,Computers&Accessories,24
ott,Electronics,24
went,Electronics,24
put,Computers&Accessories,24
complaint,Electronics,24
productits,Home&Kitchen,24
order,Electronics,24
premium,Computers&Accessories,24
taste,Home&Kitchen,24
connectors,Computers&Accessories,24
floor,Home&Kitchen,24
seller,Electronics,24
date,Electronics,24
grip,Computers&Accessories,24
sim,Electronics,24
room,Computers&Accessories,24
break,Computers&Accessories,24
stars,Electronics,24
budget,Home&Kitchen,24
tight,Computers&Accessories,24
write,Computers&Accessories,24
spo,Electronics,24
slightly,Home&Kitchen,24
gives,Home&Kitchen,24
head,Electronics,24
everything,Computers&Accessories,24
choice,Electronics,24
superb,Electronics,24
bottom,Electronics,24
productvery,Computers&Accessories,24
free,Computers&Accessories,24
longer,Electronics,24
requirement,Electronics,24
max,Home&Kitchen,24
blades,Home&Kitchen,24
avoid,Electronics,24
suitable,Electronics,24
eureka,Home&Kitchen,24
damaged,Computers&Accessories,24
short,Electronics,24
three,Home&Kitchen,24
current,Computers&Accessories,24
broken,Home&Kitchen,23
brightness,Computers&Accessories,23
carry,Home&Kitchen,23
faced,Computers&Accessories,23
screws,Electronics,23
test,Computers&Accessories,23
anything,Home&Kitchen,23
dolby,Electronics,23
directly,Electronics,23
second,Home&Kitchen,23
unable,Electronics,23
points,Electronics,23
firestick,Electronics,23
guys,Electronics,23
response,Electronics,23
temp,Home&Kitchen,23
automatically,Home&Kitchen,23
additional,Electronics,23
impressive,Electronics,23
reviews,Computers&Accessories,23
details,Electronics,23
noticeable,Electronics,23
loved,Electronics,23
given,Computers&Accessories,23
note,Computers&Accessories,23
mopping,Home&Kitchen,23
remove,Electronics,23
scratches,Electronics,23
built,Home&Kitchen,23
place,Electronics,23
cloth,Home&Kitchen,23
mins,Home&Kitchen,23
shows,Electronics,23
couldnt,Electronics,23
functions,Electronics,23
alexa,Electronics,23
cook,Home&Kitchen,23
end,Computers&Accessories,23
producti,Electronics,23
mind,Electronics,23
system,Computers&Accessories,23
levels,Electronics,23
track,Electronics,23
charges,Electronics,23
inlet,Home&Kitchen,23
social,Electronics,23
mic,Computers&Accessories,23
buttons,Computers&Accessories,23
bag,Computers&Accessories,23
hdr,Electronics,23
pricegood,Electronics,23
color,Home&Kitchen,23
installed,Home&Kitchen,23
hand,Electronics,23
neckband,Electronics,23
provide,Computers&Accessories,23
handy,Electronics,23
took,Home&Kitchen,23
productnice,Electronics,23
fixed,Electronics,23
right,Home&Kitchen,23
multiple,Computers&Accessories,23
wait,Electronics,23
memory,Electronics,23
mostly,Electronics,22
feet,Electronics,22
protector,Electronics,22
left,Computers&Accessories,22
date,Computers&Accessories,22
forbes,Home&Kitchen,22
wet,Home&Kitchen,22
internet,Electronics,22
lcd,Electronics,22
included,Electronics,22
away,Computers&Accessories,22
started,Home&Kitchen,22
drives,Computers&Accessories,22
count,Electronics,22
jars,Home&Kitchen,22
detailed,Electronics,22
hope,Computers&Accessories,22
worst,Electronics,22
cup,Home&Kitchen,22
charging,Home&Kitchen,22
games,Computers&Accessories,22
higher,Computers&Accessories,22
auto,Electronics,22
slightly,Computers&Accessories,22
pages,OfficeProducts,22
twice,Home&Kitchen,22
various,Computers&Accessories,22
dual,Computers&Accessories,22
food,Home&Kitchen,22
manual,Electronics,22
market,Home&Kitchen,22
clicks,Electronics,22
biggest,Electronics,22
negative,Electronics,22
vocals,Electronics,22
close,Electronics,22
thought,Home&Kitchen,22
ever,Electronics,22
writing,Electronics,22
improved,Electronics,22
productnot,Home&Kitchen,22
third,Electronics,22
attachments,Home&Kitchen,22
turn,Home&Kitchen,22
ever,Computers&Accessories,22
extra,Computers&Accessories,22
ram,Computers&Accessories,22
awesome,Home&Kitchen,22
notifications,Electronics,22
min,Electronics,22
yet,Computers&Accessories,22
black,Home&Kitchen,22
according,Electronics,21
factor,Electronics,21
notch,Electronics,21
limited,Electronics,21
frame,Electronics,21
similar,Computers&Accessories,21
sound,MusicalInstruments,21
upto,Home&Kitchen,21
brands,Home&Kitchen,21
bugs,Electronics,21
poor,Computers&Accessories,21
set,Computers&Accessories,21
download,Computers&Accessories,21
defective,Home&Kitchen,21
cameras,Electronics,21
add,Home&Kitchen,21
stop,Home&Kitchen,21
single,Home&Kitchen,21
don’t,Electronics,21
inr,Electronics,21
stick,Home&Kitchen,21
showing,Electronics,21
shown,Electronics,21
steps,Electronics,21
twice,Electronics,21
smooth,Home&Kitchen,21
totally,Computers&Accessories,21
priced,Electronics,21
required,Home&Kitchen,21
thank,Home&Kitchen,21
highly,Computers&Accessories,21
adjust,Electronics,21
minutes,Computers&Accessories,21
loved,Home&Kitchen,21
require,Electronics,21
cool,Home&Kitchen,21
egg,Home&Kitchen,21
helpful,Computers&Accessories,21
cause,Electronics,21
lower,Home&Kitchen,21
didn’t,Electronics,21
refresh,Electronics,21
reach,Home&Kitchen,21
wait,Home&Kitchen,21
amount,Electronics,21
heat,Electronics,21
accessories,Home&Kitchen,21
alarm,Electronics,21
replace,Electronics,21
disconnected,Electronics,21
alternative,Computers&Accessories,21
usually,Electronics,21
directly,Home&Kitchen,21
mechanical,Computers&Accessories,21
already,Home&Kitchen,21
bar,Electronics,21
rate,Computers&Accessories,21
sandisk,Computers&Accessories,21
bed,Computers&Accessories,21
blue,Electronics,21
opinion,Electronics,21
pouch,Electronics,21
chinese,Electronics,21
couple,Computers&Accessories,21
waste,Electronics,21
damaged,Electronics,21
manually,Electronics,21
damage,Computers&Accessories,21
reset,Electronics,21
watt,Home&Kitchen,21
else,Home&Kitchen,21
covered,Electronics,21
resolution,Electronics,21
basics,Computers&Accessories,21
case,Home&Kitchen,21
nib,OfficeProducts,21
network,Computers&Accessories,21
havent,Electronics,20
aue,Electronics,20
xtend,Electronics,20
mbs,Computers&Accessories,20
rupees,Computers&Accessories,20
min,Computers&Accessories,20
frequently,Electronics,20
expect,Computers&Accessories,20
whether,Electronics,20
anyone,Electronics,20
large,Electronics,20
replaced,Computers&Accessories,20
definitely,Home&Kitchen,20
con,Electronics,20
multiple,Home&Kitchen,20
lag,Computers&Accessories,20
outside,Electronics,20
paper,Computers&Accessories,20
suitable,Home&Kitchen,20
across,Electronics,20
instead,Computers&Accessories,20
weeks,Home&Kitchen,20
options,Home&Kitchen,20
simple,Computers&Accessories,20
stand,Home&Kitchen,20
paper,OfficeProducts,20
durable,Home&Kitchen,20
let,Electronics,20
weeks,Electronics,20
making,Electronics,20
adapters,Computers&Accessories,20
theres,Computers&Accessories,20
drivers,Computers&Accessories,20
pain,Electronics,20
kind,Electronics,20
kind,Home&Kitchen,20
pendrive,Computers&Accessories,20
rating,Electronics,20
takes,Computers&Accessories,20
delivery,Computers&Accessories,20
problems,Electronics,20
morning,Electronics,20
seconds,Home&Kitchen,20
lots,Electronics,20
grind,Home&Kitchen,20
series,Electronics,20
wall,Home&Kitchen,20
recording,Electronics,20
wise,Home&Kitchen,20
streaming,Electronics,20
feet,Computers&Accessories,20
balanced,Electronics,20
store,Home&Kitchen,20
become,Computers&Accessories,20
portable,Computers&Accessories,20
loose,Home&Kitchen,20
process,Electronics,20
bigger,Electronics,20
attached,Electronics,20
personal,Electronics,20
return,Computers&Accessories,20
producti,Computers&Accessories,20
read,Computers&Accessories,20
saw,Electronics,20
helps,Computers&Accessories,20
total,Electronics,20
impressed,Electronics,20
says,Electronics,20
hours,Home&Kitchen,20
mentioned,Computers&Accessories,20
moneygood,Computers&Accessories,20
fill,Home&Kitchen,20
tripod,Electronics,20
recommended,Home&Kitchen,19
anything,Computers&Accessories,19
evening,Electronics,19
packing,Home&Kitchen,19
open,Electronics,19
producteasy,Home&Kitchen,19
somewhat,Electronics,19
rest,Computers&Accessories,19
slot,Electronics,19
process,Home&Kitchen,19
pic,Electronics,19
middle,Electronics,19
lacks,Electronics,19
microphone,Electronics,19
opened,Home&Kitchen,19
watt,Computers&Accessories,19
maybe,Computers&Accessories,19
cleaned,Home&Kitchen,19
problems,Computers&Accessories,19
hands,Computers&Accessories,19
regular,Home&Kitchen,19
waste,Home&Kitchen,19
rating,Home&Kitchen,19
fancy,Electronics,19
entire,Electronics,19
waffle,Home&Kitchen,19
actual,Computers&Accessories,19
holder,Electronics,19
surface,Home&Kitchen,19
hai,Computers&Accessories,19
choose,Electronics,19
feedback,Electronics,19
lts,Home&Kitchen,19
setting,Electronics,19
took,Computers&Accessories,19
says,Home&Kitchen,19
display,Computers&Accessories,19
users,Electronics,19
protect,Electronics,19
local,Electronics,19
convenient,Computers&Accessories,19
helps,Home&Kitchen,19
share,Electronics,19
cons,Home&Kitchen,19
miui,Electronics,19
connects,Electronics,19
yet,Home&Kitchen,19
helpful,Home&Kitchen,19
thanks,Home&Kitchen,19
proper,Home&Kitchen,19
frother,Home&Kitchen,19
ports,Electronics,19
dark,Electronics,19
told,Electronics,19
care,Computers&Accessories,19
iti,Computers&Accessories,19
grill,Home&Kitchen,19
nord,Electronics,19
accurate,Home&Kitchen,19
thermostat,Home&Kitchen,19
wise,Electronics,19
fits,Computers&Accessories,19
wish,Electronics,19
productvalue,Home&Kitchen,19
felt,Computers&Accessories,19
description,Electronics,19
itgood,Electronics,19
doesn’t,Home&Kitchen,19
handy,Computers&Accessories,19
online,Computers&Accessories,19
shown,Computers&Accessories,19
kept,Home&Kitchen,19
recognition,Electronics,19
dell,Computers&Accessories,19
cheaper,Electronics,19
rod,Home&Kitchen,19
stable,Computers&Accessories,19
deal,Home&Kitchen,19
pens,OfficeProducts,19
condition,Computers&Accessories,19
tasks,Electronics,19
form,Electronics,19
superb,Computers&Accessories,19
webcam,Computers&Accessories,19
next,Computers&Accessories,19
run,Computers&Accessories,19
colour,Home&Kitchen,19
trust,Computers&Accessories,19
yes,Electronics,19
night,Home&Kitchen,19
outlet,Home&Kitchen,19
trust,Electronics,19
main,Computers&Accessories,19
suggest,Computers&Accessories,19
itgood,Home&Kitchen,18
costly,Home&Kitchen,18
oxygen,Electronics,18
reason,Home&Kitchen,18
efficient,Home&Kitchen,18
level,Computers&Accessories,18
anc,Electronics,18
period,Electronics,18
solid,Computers&Accessories,18
packed,Electronics,18
help,Home&Kitchen,18
holding,Electronics,18
missing,Home&Kitchen,18
wave,Electronics,18
latency,Electronics,18
costly,Electronics,18
wont,Home&Kitchen,18
move,Home&Kitchen,18
someone,Computers&Accessories,18
doesn’t,Electronics,18
order,Home&Kitchen,18
thought,Computers&Accessories,18
model,Computers&Accessories,18
thanks,Computers&Accessories,18
worked,Home&Kitchen,18
feature,Computers&Accessories,18
controls,Electronics,18
goodgood,Computers&Accessories,18
specially,Electronics,18
tech,Electronics,18
flat,Electronics,18
water,Electronics,18
wires,Electronics,18
wanted,Home&Kitchen,18
pro,Computers&Accessories,18
runs,Electronics,18
deal,Computers&Accessories,18
extremely,Computers&Accessories,18
run,Electronics,18
unlike,Electronics,18
top,Computers&Accessories,18
basic,Computers&Accessories,18
keeps,Electronics,18
rockerz,Electronics,18
similar,Home&Kitchen,18
simply,Computers&Accessories,18
print,Electronics,18
discount,Electronics,18
game,Electronics,18
facing,Electronics,18
replace,Home&Kitchen,18
replace,Computers&Accessories,18
base,Electronics,18
areas,Home&Kitchen,18
bag,Home&Kitchen,18
including,Electronics,18
loose,Computers&Accessories,18
sensors,Electronics,18
designed,Electronics,18
aspects,Electronics,18
seconds,Computers&Accessories,18
capacity,Computers&Accessories,18
asked,Computers&Accessories,18
youre,Computers&Accessories,18
